Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2023-04-13,894.25,1,3.63,0.0040999999999999995,885.5,895.29,875.42,1698995237,16889537267849,423574251022428.0
2023-04-14,903.84,1,9.59,0.010700000000000001,902.56,906.69,900.7,1463219786,13980550011471,428656711360164.0
2023-04-17,909.5,1,5.66,0.0063,905.35,909.5,898.84,1543775299,13443511061462,431395913487050.0
2023-04-18,909.02,2,-0.48,-0.0005,910.75,910.75,902.9,1973947340,16619154094369,431287161226592.0
2023-04-19,909.2,1,0.18,0.0002,908.87,913.97,907.59,1878192262,14839360491784,430184410576079.0
2023-04-20,885.71,2,-23.49,-0.0258,905.81,906.0,884.33,2324112321,13974830133200,419231110265497.0
2023-04-21,868.82,2,-16.89,-0.0191,884.27,888.21,868.36,2021045955,13125995750077,411902039051204.0
2023-04-24,855.23,2,-13.59,-0.015600000000000001,867.38,870.08,852.48,1308672542,10547590468540,405538682580775.0
2023-04-25,838.71,2,-16.52,-0.019299999999999998,857.54,858.91,828.25,1540091899,11771864758043,397824367613523.0
2023-04-26,830.44,2,-8.27,-0.009899999999999999,835.94,846.42,829.19,1260644962,9968275309691,394071418199052.0
2023-04-27,850.21,1,19.77,0.023799999999999998,831.89,850.88,823.19,1461893463,10760729470630,403491546416466.0
2023-04-28,842.83,2,-7.38,-0.0087,860.11,860.11,839.67,1157792081,12059368535500,401309247871832.0
2023-05-02,855.61,1,12.78,0.0152,845.18,855.61,844.68,1031526536,9361705366742,406823810826825.0
2023-05-03,843.18,2,-12.43,-0.014499999999999999,848.05,852.23,841.81,1172736399,9278434480185,401047065132996.0
2023-05-04,845.06,1,1.88,0.0022,842.13,847.69,839.08,1185031376,8820723883788,402231442046667.0
2023-05-08,842.28,2,-2.78,-0.0033,851.52,854.32,842.07,1267793826,9012187564880,400978834907052.0
2023-05-09,835.85,2,-6.43,-0.0076,841.41,843.4,827.78,1176449933,9281836897549,397912770736515.0
2023-05-10,829.74,2,-6.11,-0.0073,836.02,839.86,827.88,1319935509,8033545016176,395234782269020.0
2023-05-11,824.54,2,-5.2,-0.0063,836.6,840.66,821.94,1751057901,9489239369523,392851021963899.0
2023-05-12,822.43,2,-2.11,-0.0026,824.11,828.14,820.24,1689715968,8856679949064,391877219766128.0
2023-05-15,814.53,2,-7.9,-0.0096,820.5,820.5,806.47,1279890362,9782681530871,388206484427628.0
2023-05-16,816.75,1,2.22,0.0027,818.96,822.64,813.32,1373516422,9642552831108,389297675536962.0
2023-05-17,834.19,1,17.44,0.021400000000000002,815.58,834.2,814.65,1270384258,8988008350479,397733210799111.0
2023-05-18,835.89,1,1.7,0.002,839.27,841.1,833.73,1324825944,8967180906308,398516466299375.0
2023-05-19,841.72,1,5.83,0.006999999999999999,839.56,842.21,836.68,1310478449,10360407975534,401619667898589.0
2023-05-22,852.04,1,10.32,0.0123,840.97,852.33,837.49,1093157114,8473090601489,406363100428462.0
2023-05-23,859.16,1,7.12,0.0084,853.57,861.3,853.57,1270087198,9609898273798,409997583196510.0
2023-05-24,855.46,2,-3.7,-0.0043,856.25,857.84,853.0,1150652782,8377743615308,409368563614244.0
2023-05-25,847.72,2,-7.74,-0.009000000000000001,857.3,860.01,845.84,1253501257,7822284012069,405817262001947.0
2023-05-26,843.23,2,-4.49,-0.0053,849.8,853.06,842.17,1181354772,8079179393245,404185880967502.0
2023-05-30,851.5,1,8.27,0.0098,850.0,851.53,844.48,1226447934,7854306769558,408184728304838.0
2023-05-31,856.94,1,5.44,0.0064,851.37,860.3,850.88,1074919531,8105781998329,410762791557526.0
2023-06-01,863.78,1,6.84,0.008,855.95,863.86,855.46,982023283,7202518016543,414191912523594.0
2023-06-02,868.06,1,4.28,0.005,866.16,868.17,864.97,1112160220,7616450583636,416464845548968.0
2023-06-05,870.28,1,2.22,0.0026,871.05,872.95,865.13,1049549658,6970226548105,417523271282702.0
2023-06-07,880.72,1,10.44,0.012,872.1,880.81,872.1,1093663073,8890240570016,422517053595658.0
2023-06-08,876.13,2,-4.59,-0.0052,878.86,879.44,871.5,1123246616,9008146310954,421092952327398.0
2023-06-09,883.71,1,7.58,0.0087,882.11,886.52,880.76,1068151786,9546943342458,424756543749504.0
2023-06-12,885.76,1,2.05,0.0023,887.2,887.2,881.76,1008594343,9019577046745,425893644281940.0
2023-06-13,896.81,1,11.05,0.0125,890.81,898.28,889.58,1117251805,10586020590719,431291955086062.0
2023-06-14,871.83,2,-24.98,-0.0279,899.35,899.85,870.48,1336224834,12864526941055,419369212191680.0
2023-06-15,878.04,1,6.21,0.0070999999999999995,877.62,884.55,865.48,1122318243,10229845236190,422504860760674.0
2023-06-16,887.95,1,9.91,0.0113,882.45,888.27,878.99,949462148,8563052418754,427288976709558.0
2023-06-19,888.61,1,0.66,0.0007000000000000001,888.52,889.49,881.14,1153900000,8640472533924,427630918821185.0
2023-06-20,886.41,2,-2.2,-0.0025,886.47,891.0,883.09,1301283713,9662579558943,425695312580482.0
2023-06-21,875.7,2,-10.71,-0.0121,887.26,890.94,875.33,1216521534,9389170738503,420589876465360.0
2023-06-22,876.38,1,0.68,0.0008,870.79,880.12,869.79,1339789200,8569944364185,420999395898834.0
2023-06-23,874.84,2,-1.54,-0.0018,880.37,880.46,872.28,1287180970,8428578901317,420135043459337.0
2023-06-26,879.5,1,4.66,0.0053,874.31,881.24,869.29,1293505724,8706697495459,422225553318677.0
2023-06-27,874.14,2,-5.36,-0.0060999999999999995,877.88,878.43,867.68,1220801453,8984996257499,419653192029387.0
2023-06-28,866.97,2,-7.17,-0.008199999999999999,879.61,880.23,866.7,1164022550,9622908094376,416385717099030.0
2023-06-29,861.79,2,-5.18,-0.006,868.65,870.75,859.77,1173907181,9264784435756,414020562323732.0
2023-06-30,868.24,1,6.45,0.0075,862.7,869.24,853.68,1000068755,9203747446624,417824127926909.0
2023-07-03,889.29,1,21.05,0.0242,873.91,889.29,873.66,884082214,10603651052559,427893116022242.0
2023-07-04,890.0,1,0.71,0.0008,890.94,894.7,883.41,972953790,11545129929440,428161725511757.0
2023-07-05,891.18,1,1.18,0.0013,890.49,895.63,889.23,918615508,10531837749987,428780437481783.0
2023-07-06,870.53,2,-20.65,-0.0232,889.3,889.77,869.46,1134506228,11130338336470,419190995639896.0
2023-07-07,867.27,2,-3.26,-0.0037,868.08,872.29,861.2,1035427219,8009251371917,417718584854565.0
2023-07-10,860.35,2,-6.92,-0.008,868.0,870.18,857.35,1014982128,9721572767552,414366972436263.0
2023-07-11,878.73,1,18.38,0.021400000000000002,866.55,878.76,865.65,935391511,9082924297629,423229062701988.0
2023-07-12,879.88,1,1.15,0.0013,878.97,880.53,873.91,1043118519,10595066049150,423618918101672.0
2023-07-13,893.07,1,13.19,0.015,885.21,895.23,884.33,1122333065,12568445693662,430068141680691.0
2023-07-14,896.28,1,3.21,0.0036,898.17,899.68,890.21,1056686324,12330830601818,432702966197944.0
2023-07-17,898.29,1,2.01,0.0022,894.75,899.44,891.18,1119416578,10494368668897,433666352790006.0
2023-07-18,914.14,1,15.85,0.0176,901.43,914.18,901.12,1139854017,14311263004082,441367892486646.0
2023-07-19,923.72,1,9.58,0.0105,917.51,923.9,910.25,1016893563,15723854281309,446179346656537.0
2023-07-20,931.6,1,7.88,0.0085,918.27,931.79,913.98,978780675,14070930953102,450317137849340.0
2023-07-21,934.58,1,2.98,0.0032,918.51,937.29,918.19,992316458,13390189537646,451830150446042.0
2023-07-24,929.9,2,-4.68,-0.005,934.99,935.55,920.89,966471740,15065765051016,449613086398779.0
2023-07-25,939.96,1,10.06,0.0108,932.17,945.47,924.31,932865875,14807760560656,454570559190489.0
2023-07-26,900.63,2,-39.33,-0.0418,945.57,956.4,886.14,1236849184,26481196768146,435360980324054.0
2023-07-27,883.79,2,-16.84,-0.0187,897.44,912.57,878.8,892726452,16018967148825,427799727761563.0
2023-07-28,913.74,1,29.95,0.0339,880.23,914.6,877.96,677661358,11997142808582,442183475626650.0
2023-07-31,935.97,1,22.23,0.024300000000000002,923.01,938.43,921.39,691575579,10891085105633,453032138636820.0
2023-08-01,939.67,1,3.7,0.004,944.71,952.12,926.75,924066636,14537384611931,454817075945774.0
2023-08-02,909.76,2,-29.91,-0.0318,931.17,940.06,907.87,951132825,11809032273269,440343830637426.0
2023-08-03,920.32,1,10.56,0.0116,911.28,920.41,897.89,1149308726,13189339893286,445604063527432.0
2023-08-04,918.43,2,-1.89,-0.0021,921.16,922.89,914.3,1059449436,11110784464821,445124361055303.0
2023-08-07,898.22,2,-20.21,-0.022000000000000002,913.25,913.25,894.48,1097671474,13572939610576,436603247933806.0
2023-08-08,892.34,2,-5.88,-0.006500000000000001,901.76,903.78,889.25,1152204796,12944716388906,433028307783190.0
2023-08-09,908.98,1,16.64,0.018600000000000002,891.08,912.94,889.94,1008549151,10654751734490,441076164676548.0
2023-08-10,911.29,1,2.31,0.0025,904.68,912.65,899.01,1260880165,11837433980853,442526218430911.0
2023-08-11,912.2,1,0.91,0.001,913.97,918.18,908.27,1393876361,12114987929856,443015508574880.0
2023-08-14,901.68,2,-10.52,-0.0115,907.43,908.13,894.08,1181117277,10959792266814,434975779332580.0
2023-08-16,878.29,2,-23.39,-0.0259,893.93,895.42,877.85,1218844755,11871578403621,423722659451219.0
2023-08-17,886.04,1,7.75,0.0088,875.15,887.67,863.32,1108792128,12366249413879,427494238868875.0
2023-08-18,877.32,2,-8.72,-0.0098,878.52,882.08,874.27,1122467744,10118534840757,423332043652265.0
2023-08-21,888.71,1,11.39,0.013000000000000001,881.09,894.58,879.8,1057472367,10331387410916,429635002358685.0
2023-08-22,893.33,1,4.62,0.0052,898.4,899.21,889.71,1230524856,12045691549361,432030558011584.0
2023-08-23,882.87,2,-10.46,-0.011699999999999999,892.65,892.65,881.4,1436368175,12719265998466,427031001522470.0
2023-08-24,901.74,1,18.87,0.021400000000000002,893.46,902.64,892.12,1277063374,12336262388525,436356997642281.0
2023-08-25,899.38,2,-2.36,-0.0026,891.21,902.81,890.08,1163466806,10987193580868,435370241626392.0
2023-08-28,909.38,1,10.0,0.0111,907.53,909.48,901.84,1072274426,9798808110500,440166085727053.0
2023-08-29,916.24,1,6.86,0.0075,911.94,918.39,907.82,1312285387,12119876513592,443514841224954.0
2023-08-30,923.81,1,7.57,0.0083,925.08,926.44,921.05,1275514494,12229250051505,447220311649114.0
2023-08-31,928.4,1,4.59,0.005,925.57,930.42,923.4,1277534743,17037702276490,449317149907098.0
2023-09-01,919.74,2,-8.66,-0.009300000000000001,926.37,928.0,919.74,1071432398,14041354798243,445146060262928.0
2023-09-04,919.16,2,-0.58,-0.0006,918.12,921.63,913.04,1113978179,13183976920231,444921502645236.0
2023-09-05,921.48,1,2.32,0.0025,918.85,922.65,913.02,1084503924,12885819207284,446045836292084.0
2023-09-06,917.95,2,-3.53,-0.0038,923.61,927.28,916.08,1091540956,13524715656220,444379723550669.0
2023-09-07,906.36,2,-11.59,-0.0126,914.63,921.79,902.95,1282928651,14635136391307,438903708396168.0
2023-09-08,914.18,1,7.82,0.0086,908.08,914.18,902.77,1252895043,12406452820114,442804786933213.0
2023-09-11,912.55,2,-1.63,-0.0018,918.43,918.43,907.9,975185905,12312929562055,442065156842420.0
2023-09-12,898.04,2,-14.51,-0.0159,918.1,918.96,895.96,1178572090,13214420107040,435289563130455.0
2023-09-13,882.72,2,-15.32,-0.0171,895.94,899.8,882.27,1077222122,10593923166041,427779339434136.0
2023-09-14,899.47,1,16.75,0.019,888.19,899.47,886.46,1020175628,10239898986832,435744846795615.0
2023-09-15,899.03,2,-0.44,-0.0005,900.62,902.4,897.11,941816269,9637188906601,435690978647815.0
2023-09-18,891.29,2,-7.74,-0.0086,892.18,896.37,889.99,906664638,8284956174836,432560040384961.0
2023-09-19,883.89,2,-7.4,-0.0083,891.57,894.26,882.42,1045779155,8723086713441,429135295907356.0
2023-09-20,882.72,2,-1.17,-0.0013,883.74,886.65,874.92,1015725765,8814260998398,428558685865818.0
2023-09-21,860.68,2,-22.04,-0.025,875.52,879.82,859.51,1046442413,9560388701961,417773828305269.0
2023-09-22,857.35,2,-3.33,-0.0039000000000000003,851.93,860.68,847.56,1029356352,8521320755251,416270899616597.0
2023-09-25,839.17,2,-18.18,-0.0212,856.79,859.04,839.17,869428222,8324833078139,407862919775921.0
2023-09-26,827.82,2,-11.35,-0.013500000000000002,841.8,845.3,827.82,1122471901,7865138888455,402456733401798.0
2023-09-27,841.02,1,13.2,0.0159,823.2,841.97,821.71,844483850,7303345736826,408940675177800.0
2023-10-04,807.4,2,-33.62,-0.04,832.3,832.3,806.47,816987613,7405860799076,392910795423150.0
2023-10-05,801.02,2,-6.38,-0.0079,817.89,820.06,800.36,874561729,6864715425179,389801454612856.0
2023-10-06,816.39,1,15.37,0.0192,803.88,818.37,803.88,776644942,5803548847689,397696147011453.0
2023-10-10,795.0,2,-21.39,-0.0262,821.22,823.27,792.91,978040985,7609404014661,387316819638019.0
2023-10-11,817.12,1,22.12,0.0278,805.03,821.83,805.03,856188114,6752783042807,398258712587184.0
2023-10-12,835.49,1,18.37,0.0225,822.27,835.79,822.27,1040121117,7385408709164,407243123910342.0
2023-10-13,822.78,2,-12.71,-0.0152,831.21,834.66,817.66,1060106942,7235300891607,401114166692247.0
2023-10-16,810.54,2,-12.24,-0.0149,812.57,813.19,800.62,1049948703,6859239777626,395207401475388.0
2023-10-17,820.38,1,9.84,0.0121,817.47,825.33,817.29,948110924,6949075407195,400045072789920.0
2023-10-18,808.89,2,-11.49,-0.013999999999999999,816.92,820.09,807.45,864011792,6920168791398,394765329268523.0
2023-10-19,784.04,2,-24.85,-0.030699999999999998,796.15,796.36,782.63,878334776,6394936423147,383117618035398.0
2023-10-20,769.25,2,-14.79,-0.0189,775.81,779.92,759.4,980560186,7114302122354,376280739671974.0
2023-10-23,763.69,2,-5.56,-0.0072,766.56,774.36,762.51,762343882,5227424187063,373761247614238.0
2023-10-24,784.86,1,21.17,0.0277,771.03,784.86,750.32,951759212,7004292442847,384030224853614.0
2023-10-25,770.84,2,-14.02,-0.0179,788.01,788.01,770.84,1015507373,6623146800814,377272631075685.0
2023-10-26,743.85,2,-26.99,-0.035,751.64,756.43,740.51,839569016,6594877325540,364097301031312.0
2023-10-27,748.49,1,4.64,0.0062,749.87,760.51,738.92,665631834,5753194045411,365644484217477.0
2023-10-30,757.12,1,8.63,0.0115,747.24,760.87,744.63,648823172,4759448788914,369973882749552.0
2023-10-31,736.1,2,-21.02,-0.0278,758.65,759.24,734.2,868119072,5797427225320,359870029631241.0
2023-11-01,739.23,1,3.13,0.0043,742.98,749.65,737.52,753917385,5100036513141,361406917718397.0
2023-11-02,772.84,1,33.61,0.0455,753.37,773.39,753.37,794255847,7067105328807,377971180090034.0
2023-11-03,782.05,1,9.21,0.011899999999999999,779.28,782.53,768.38,810108904,6726856710026,382563192241877.0
2023-11-06,839.45,1,57.4,0.07339999999999999,794.49,839.45,793.72,849326310,11332271146669,410526334336536.0
2023-11-07,824.37,2,-15.08,-0.018000000000000002,842.16,847.37,805.81,928085957,11589232467473,403415638740242.0
2023-11-08,811.02,2,-13.35,-0.016200000000000003,821.98,831.45,810.15,884415628,8307781164576,396950367777154.0
2023-11-09,802.87,2,-8.15,-0.01,813.89,814.92,797.44,921924711,7618954243014,392553959323665.0
2023-11-10,789.31,2,-13.56,-0.0169,792.86,794.73,785.45,863204580,6321994417130,385805211467449.0
2023-11-13,774.42,2,-14.89,-0.0189,796.41,798.15,774.33,998048078,6776885828825,378636125609200.0
2023-11-14,794.19,1,19.77,0.0255,779.47,794.91,779.47,841492448,6027749856457,388255637460621.0
2023-11-15,809.36,1,15.17,0.0191,808.68,813.06,805.27,816588156,7793756775930,395818434792009.0
2023-11-16,811.11,1,1.75,0.0022,809.12,815.82,804.74,905406930,6698681416524,396747876077641.0
2023-11-17,799.06,2,-12.05,-0.0149,807.61,807.62,795.66,804590769,5959948596949,390975932221284.0
2023-11-20,813.08,1,14.02,0.0175,797.83,815.27,797.51,786862534,6525301064867,398291726402113.0
2023-11-21,817.01,1,3.93,0.0048,816.34,819.14,811.24,897451667,7487096336385,400925813172224.0
2023-11-22,814.61,2,-2.4,-0.0029,811.2,817.28,809.83,842425267,7028404530888,399781373957833.0
2023-11-23,815.98,1,1.37,0.0017000000000000001,816.16,819.91,813.25,909847416,7294415537629,400519326332160.0
2023-11-24,815.0,2,-0.98,-0.0012,817.02,818.74,814.22,741072449,7576859647662,401042266895043.0
2023-11-27,810.25,2,-4.75,-0.0058,816.55,816.6,809.26,793999086,7898997114386,398598848757303.0
2023-11-28,816.44,1,6.19,0.0076,811.76,816.62,811.06,933903190,8985735290782,402155801721691.0
2023-11-29,822.44,1,6.0,0.0073,817.9,823.81,812.95,916373964,8954166530674,404935896232367.0
2023-11-30,831.68,1,9.24,0.011200000000000002,819.23,831.68,819.23,774887614,8064192453995,409505275920919.0
2023-12-01,827.24,2,-4.44,-0.0053,826.3,831.03,822.03,997870134,8841801708866,409283557270978.0
2023-12-04,828.52,1,1.28,0.0015,828.66,837.95,823.99,1009243076,10498736890668,409935238534081.0
2023-12-05,813.38,2,-15.14,-0.0183,823.86,828.25,810.52,1058500321,9209908792657,402801220567134.0
2023-12-06,819.54,1,6.16,0.0076,816.66,822.39,814.0,882764259,8478611028925,406152913501448.0
2023-12-07,813.2,2,-6.34,-0.0077,820.46,820.46,810.9,794863708,7508853058843,403050653416789.0
2023-12-08,830.37,1,17.17,0.021099999999999997,818.71,830.99,818.5,862256339,8258782903553,411561684858623.0
2023-12-11,835.25,1,4.88,0.0059,831.83,839.15,831.64,930374425,7034637970487,414215250778726.0
2023-12-12,839.53,1,4.28,0.0051,835.41,842.56,833.67,1217323007,9462123852071,418033770244538.0
2023-12-13,829.31,2,-10.22,-0.012199999999999999,837.55,838.25,828.72,1071809015,10192342204535,413323756989962.0
2023-12-14,840.59,1,11.28,0.013600000000000001,841.75,845.54,834.66,1037462174,11695701638294,418931902190699.0
2023-12-15,838.31,2,-2.28,-0.0027,844.76,846.7,834.94,1082325627,9586610750095,417973079092298.0
2023-12-18,850.96,1,12.65,0.0151,844.78,854.07,843.61,802089047,8628218117924,424150156590754.0
2023-12-19,858.3,1,7.34,0.0086,850.36,858.65,849.33,1068049562,11741043751369,427781325532824.0
2023-12-20,862.98,1,4.68,0.0055000000000000005,861.96,865.02,860.56,1117583658,9847807297767,430262572827308.0
2023-12-21,859.44,2,-3.54,-0.0040999999999999995,855.76,867.33,851.82,1145618422,11087457458968,428449213970818.0
2023-12-22,854.62,2,-4.82,-0.005600000000000001,863.35,864.79,853.49,1212763839,11079843311407,426333060285533.0
2023-12-26,848.34,2,-6.28,-0.0073,855.75,857.24,846.32,1078585688,9647321193195,423097874011523.0
2023-12-27,859.79,1,11.45,0.013500000000000002,851.49,860.29,851.21,1221463001,10660357859864,428391090402708.0
2023-12-28,866.57,1,6.78,0.0079,860.42,866.57,856.53,1251153574,8470236424538,431792284696650.0
