Date,Close,UpDown,Comp,Change,Open,High,Low,Volume,Amount,MarCap
2021-05-10,3249.3,1,52.1,0.0163,3201.46,3255.9,3201.46,1011267140,17187181714045,2267392610116002.0
2021-05-11,3209.43,2,-39.87,-0.0123,3239.92,3239.92,3192.25,1096717744,21883489899031,2250813285698177.0
2021-05-12,3161.66,2,-47.77,-0.0149,3209.36,3212.83,3138.04,1424059107,22458066045899,2217704460453976.0
2021-05-13,3122.11,2,-39.55,-0.0125,3146.97,3161.93,3103.88,1095948091,21059803806076,2187284901026347.0
2021-05-14,3153.32,1,31.21,0.01,3131.35,3162.31,3131.35,836404050,14493543694716,2209898269932238.0
2021-05-17,3134.52,2,-18.8,-0.006,3163.21,3173.01,3121.32,771305645,14552523724082,2197146070810277.0
2021-05-18,3173.05,1,38.53,0.0123,3135.38,3176.4,3135.38,786143415,13898610218787,2223050433761389.0
2021-05-20,3162.28,2,-10.77,-0.0034000000000000002,3174.53,3174.53,3140.48,774252245,13719656585417,2215262488943068.0
2021-05-21,3156.42,2,-5.86,-0.0019,3171.91,3198.01,3149.46,797262205,14789457191323,2211878673922714.0
2021-05-24,3144.3,2,-12.12,-0.0038,3155.91,3163.27,3137.81,587968268,11604047358277,2203296528265226.0
2021-05-25,3171.32,1,27.02,0.0086,3152.93,3173.1,3148.3,612976970,11728027229513,2222161157628694.0
2021-05-26,3168.43,2,-2.89,-0.0009,3171.91,3183.97,3160.3,1269999045,13173015885449,2220195701874650.0
2021-05-27,3165.51,2,-2.92,-0.0009,3170.84,3173.86,3142.37,1082006090,20682335393904,2213264037358093.0
2021-05-28,3188.73,1,23.22,0.0073,3172.09,3198.66,3171.85,966367978,13533299075577,2229262136164057.0
2021-05-31,3203.92,1,15.19,0.0048,3192.06,3204.29,3179.87,1123524809,14017446050339,2240204442357739.0
2021-06-01,3221.87,1,17.95,0.005600000000000001,3207.12,3233.17,3199.18,1472570767,15270803742087,2252414411981180.0
2021-06-02,3224.23,1,2.36,0.0007000000000000001,3224.4,3241.07,3216.1,1495671343,17740841975268,2253801396792756.0
2021-06-03,3247.43,1,23.2,0.0072,3224.96,3258.5,3224.96,1584799068,16890461822422,2271047146370102.0
2021-06-04,3240.08,2,-7.35,-0.0023,3246.17,3246.19,3218.67,1392319539,16051031275689,2266301575442776.0
2021-06-07,3252.12,1,12.04,0.0037,3244.59,3264.41,3233.4,1733348139,19023221710305,2274803755886820.0
2021-06-08,3247.83,2,-4.29,-0.0013,3251.83,3264.67,3242.56,1951319356,19352173579005,2271737873708297.0
2021-06-09,3216.18,2,-31.65,-0.0097,3245.08,3246.49,3216.18,1964923269,17164709655058,2250239307892509.0
2021-06-10,3224.64,1,8.46,0.0026,3216.94,3235.39,3210.31,1896766322,19170539861596,2255706784028795.0
2021-06-11,3249.32,1,24.68,0.0077,3226.98,3251.58,3226.98,1645508762,17956256842935,2272865086057899.0
2021-06-14,3252.13,1,2.81,0.0009,3249.6,3254.49,3238.51,1664527170,15262485462973,2274655820005211.0
2021-06-15,3258.63,1,6.5,0.002,3253.17,3262.8,3247.9,1734497293,14838275276764,2279093890070678.0
2021-06-16,3278.68,1,20.05,0.0062,3259.06,3281.96,3256.68,2345810978,16297981235711,2293095236719969.0
2021-06-17,3264.96,2,-13.72,-0.0042,3276.2,3276.2,3251.32,1848671013,14672132506589,2283628537465567.0
2021-06-18,3267.93,1,2.97,0.0009,3265.68,3275.76,3262.58,1627658120,17492731865668,2285587401970588.0
2021-06-21,3240.79,2,-27.14,-0.0083,3264.18,3264.18,3225.56,1508634470,17291259635405,2266650210510417.0
2021-06-22,3263.88,1,23.09,0.0070999999999999995,3245.79,3267.63,3245.79,1666696733,15512033241198,2283310826631788.0
2021-06-23,3276.19,1,12.31,0.0038,3265.73,3281.88,3263.07,1069174741,17865268589384,2292900832121707.0
2021-06-24,3286.1,1,9.91,0.003,3281.47,3292.27,3277.85,1301271218,21426510325089,2300141383127961.0
2021-06-25,3302.84,1,16.74,0.0051,3289.18,3316.08,3289.18,1198187970,18618608315198,2312030311092176.0
2021-06-28,3301.89,2,-0.95,-0.0003,3305.46,3311.69,3291.3,1428764468,13796055583387,2311642030646070.0
2021-06-29,3286.68,2,-15.21,-0.0046,3305.26,3305.42,3276.63,1213046625,15509502688918,2300482290686251.0
2021-06-30,3296.68,1,10.0,0.003,3288.63,3305.73,3288.63,1610375510,15646662100364,2307579219297640.0
2021-07-01,3282.06,2,-14.62,-0.0044,3297.92,3300.12,3278.1,1159231481,16075974682786,2297428890483759.0
2021-07-02,3281.78,2,-0.28,-0.0001,3282.81,3295.68,3278.19,1019998165,15437887450990,2296886523040171.0
2021-07-05,3293.21,1,11.43,0.0034999999999999996,3285.29,3298.93,3285.29,850406170,14529926270282,2305240405381368.0
2021-07-06,3305.21,1,12.0,0.0036,3295.44,3313.51,3295.44,1029465279,14686383269810,2314417369845986.0
2021-07-07,3285.34,2,-19.87,-0.006,3303.59,3303.59,3277.66,1147641017,14507060037927,2300642185602643.0
2021-07-08,3252.68,2,-32.66,-0.009899999999999999,3287.68,3295.71,3252.41,1516034403,16870624131454,2277841603600861.0
2021-07-09,3217.95,2,-34.73,-0.010700000000000001,3245.52,3245.52,3188.8,1308364633,16473105860696,2253697507876528.0
2021-07-12,3246.47,1,28.52,0.0089,3227.51,3251.45,3227.51,1135042856,11280079226180,2273494421274092.0
2021-07-13,3271.38,1,24.91,0.0077,3253.24,3273.9,3253.24,1150101046,13494445819170,2290584923288806.0
2021-07-14,3264.81,2,-6.57,-0.002,3270.09,3270.09,3250.45,908953938,12993100764877,2286388813170516.0
2021-07-15,3286.22,1,21.41,0.0066,3269.33,3286.58,3263.09,1172430582,13683900975965,2301050677859845.0
2021-07-16,3276.91,2,-9.31,-0.0028000000000000004,3282.89,3282.89,3259.32,1066507087,14781318750668,2304505794912590.0
2021-07-19,3244.04,2,-32.87,-0.01,3258.87,3258.87,3236.39,1095559262,12855281198924,2281788152500030.0
2021-07-20,3232.7,2,-11.34,-0.0034999999999999996,3223.24,3234.8,3214.42,979670175,15292372447870,2273800449712422.0
2021-07-21,3215.91,2,-16.79,-0.0052,3251.13,3252.25,3215.91,990326915,14864747567296,2262423629944087.0
2021-07-22,3250.21,1,34.3,0.010700000000000001,3235.17,3253.75,3235.17,712983404,13039249952509,2286455396722820.0
2021-07-23,3254.42,1,4.21,0.0013,3253.44,3264.01,3246.09,805048259,13209383405119,2288976880025907.0
2021-07-26,3224.95,2,-29.47,-0.0091,3265.99,3265.99,3224.95,826066626,12212490543815,2268644077336709.0
2021-07-27,3232.53,1,7.58,0.0024,3244.43,3252.85,3230.75,991938990,12348469240739,2273599243456935.0
2021-07-28,3236.86,1,4.33,0.0013,3226.06,3243.21,3210.9,868602620,11979296757213,2276373997484781.0
2021-07-29,3242.65,1,5.79,0.0018,3248.49,3252.26,3232.5,694823189,10491306617501,2280494338742598.0
2021-07-30,3202.32,2,-40.33,-0.0124,3234.37,3234.66,3202.32,687861015,12808243381658,2252545492371046.0
2021-08-02,3223.04,1,20.72,0.006500000000000001,3218.42,3223.04,3194.0,561003439,10237986168170,2267461202539862.0
2021-08-03,3237.14,1,14.1,0.0044,3221.57,3237.14,3213.2,653512911,12491381488029,2278025799127965.0
2021-08-04,3280.38,1,43.24,0.0134,3246.65,3283.14,3237.55,632241743,12357119579176,2308134804816621.0
2021-08-05,3276.13,2,-4.25,-0.0013,3283.25,3296.17,3273.33,680941049,11877709071888,2305637212303987.0
2021-08-06,3270.36,2,-5.77,-0.0018,3277.06,3288.17,3261.93,941361338,15455403584955,2334628994435797.0
2021-08-09,3260.42,2,-9.94,-0.003,3258.1,3275.15,3251.74,707654201,15732538324746,2329309985095962.0
2021-08-10,3243.19,2,-17.23,-0.0053,3272.44,3272.44,3232.46,730349269,21657925207047,2339206516232064.0
2021-08-11,3220.62,2,-22.57,-0.006999999999999999,3235.36,3250.21,3217.65,618092869,19193401379930,2322607459499686.0
2021-08-12,3208.38,2,-12.24,-0.0038,3213.58,3229.59,3202.11,643282554,20403905566084,2313093348371439.0
2021-08-13,3171.29,2,-37.09,-0.0116,3205.75,3209.72,3146.76,696468122,20201969432850,2285376012401448.0
2021-08-17,3143.09,2,-28.2,-0.0089,3169.74,3179.49,3134.48,690842314,22241588390442,2265401557347119.0
2021-08-18,3158.93,1,15.84,0.005,3141.98,3175.88,3124.56,622791632,16752626526034,2276820395047858.0
2021-08-19,3097.83,2,-61.1,-0.019299999999999998,3140.01,3158.0,3097.83,655629079,17170843636716,2235216707932198.0
2021-08-20,3060.51,2,-37.32,-0.012,3111.1,3122.09,3049.03,672088491,16450579796320,2209662899424604.0
2021-08-23,3090.21,1,29.7,0.0097,3086.81,3111.81,3064.65,570979933,13424032926826,2230738568501349.0
2021-08-24,3138.3,1,48.09,0.015600000000000001,3119.7,3142.58,3115.23,586535144,14946073572844,2266706991674068.0
2021-08-25,3146.81,1,8.51,0.0027,3148.13,3161.0,3124.25,624688408,13365595656643,2272311234888854.0
2021-08-26,3128.53,2,-18.28,-0.0058,3151.3,3159.37,3121.04,727719083,13335287860349,2259280093653567.0
2021-08-27,3133.9,1,5.37,0.0017000000000000001,3116.29,3143.01,3106.97,520668771,11039934421080,2262422711844216.0
2021-08-30,3144.19,1,10.29,0.0033,3160.87,3164.87,3132.77,602858388,11758710379309,2269580865742036.0
2021-08-31,3199.27,1,55.08,0.0175,3144.49,3199.89,3130.3,661221167,15863630339895,2309062612929983.0
2021-09-01,3207.02,1,7.75,0.0024,3195.67,3215.13,3185.8,746705227,13537907689214,2317655771978632.0
2021-09-02,3175.85,2,-31.17,-0.0097,3198.03,3204.01,3171.78,757859615,15378375212484,2297103341723483.0
2021-09-03,3201.06,1,25.21,0.0079,3189.71,3203.08,3181.64,641510055,13110992029700,2315800431016042.0
2021-09-06,3203.33,1,2.27,0.0007000000000000001,3196.3,3206.25,3186.79,726190124,12313477364484,2318348873606184.0
2021-09-07,3187.42,2,-15.91,-0.005,3200.07,3201.76,3176.81,760159709,11943337187144,2306637033277544.0
2021-09-08,3162.99,2,-24.43,-0.0077,3178.74,3187.55,3157.07,859889326,17302711069208,2290248707246099.0
2021-09-09,3114.7,2,-48.29,-0.015300000000000001,3146.64,3158.6,3111.49,927368577,17787104851733,2256111111642365.0
2021-09-10,3125.76,1,11.06,0.0036,3121.09,3131.54,3103.38,723085303,13566490029242,2262866816661640.0
2021-09-13,3127.86,1,2.1,0.0007000000000000001,3117.35,3139.13,3109.01,732269520,13505433023679,2264159333328919.0
2021-09-14,3148.83,1,20.97,0.0067,3137.32,3164.31,3137.32,713227276,15787292366491,2280258288758879.0
2021-09-15,3153.4,1,4.57,0.0015,3147.21,3164.01,3138.8,616557070,12162693523272,2284157740769828.0
2021-09-16,3130.09,2,-23.31,-0.0074,3165.38,3167.68,3126.65,612873472,12259518128260,2267220040394942.0
2021-09-17,3140.51,1,10.42,0.0033,3127.75,3142.13,3112.51,589244026,14937657948864,2284484860912835.0
2021-09-23,3127.58,2,-12.93,-0.0040999999999999995,3123.64,3131.63,3107.98,623841308,14009138133250,2275325269712385.0
2021-09-24,3125.24,2,-2.34,-0.0007000000000000001,3140.73,3146.86,3119.4,753222478,12558236431734,2273591460336983.0
2021-09-27,3133.64,1,8.4,0.0027,3121.7,3146.35,3119.26,883229339,12266966973757,2279894817910380.0
2021-09-28,3097.92,2,-35.72,-0.011399999999999999,3133.4,3134.46,3095.72,894913170,14658731286208,2254315886464543.0
2021-09-29,3060.27,2,-37.65,-0.012199999999999999,3055.5,3069.04,3030.6,821557926,15137007962920,2226722696682185.0
2021-09-30,3068.82,1,8.55,0.0028000000000000004,3054.87,3079.43,3046.43,885818713,14942853884792,2231957338378780.0
2021-10-01,3019.18,2,-49.64,-0.016200000000000003,3056.21,3062.6,3015.01,855481955,12944006323787,2195489101771914.0
2021-10-05,2962.17,2,-57.01,-0.0189,2998.17,2998.17,2940.59,840557005,15315537326790,2153672546490338.0
2021-10-06,2908.31,2,-53.86,-0.0182,2986.06,2993.47,2908.3,901721943,15668592169787,2114932681003113.0
2021-10-07,2959.46,1,51.15,0.0176,2936.87,2961.53,2927.6,595381702,11906736775955,2151410767360809.0
2021-10-08,2956.3,2,-3.16,-0.0011,2977.82,2978.08,2949.01,668946781,12634091306885,2150115811292973.0
2021-10-12,2916.38,2,-39.92,-0.013500000000000002,2950.22,2950.94,2901.51,660180934,12767649889473,2120560982087749.0
2021-10-13,2944.41,1,28.03,0.0096,2913.34,2953.33,2909.47,752132429,12294514171307,2141374217004803.0
2021-10-14,2988.64,1,44.23,0.015,2968.87,2988.97,2962.33,617170079,12064564380622,2172764571489626.0
2021-10-15,3015.06,1,26.42,0.0088,3012.62,3021.9,2999.33,857797842,12540973320207,2192125724879263.0
2021-10-18,3006.68,2,-8.38,-0.0028000000000000004,3017.48,3021.17,2990.44,926369474,10649948958411,2186010001816397.0
2021-10-19,3029.04,1,22.36,0.0074,3022.23,3034.53,3014.19,845703531,10112026428717,2202301797123014.0
2021-10-20,3013.13,2,-15.91,-0.0053,3043.13,3047.24,3012.97,680326898,11178213476930,2191094043358948.0
2021-10-21,3007.33,2,-5.8,-0.0019,3012.28,3025.88,3002.74,887369794,10572398217802,2185679891266018.0
2021-10-22,3006.16,2,-1.17,-0.0004,3005.36,3018.7,2996.26,695272936,9047262545950,2184542201010108.0
2021-10-25,3020.54,1,14.38,0.0048,3001.1,3025.27,2983.29,791795966,10489293804156,2194484567353427.0
2021-10-26,3049.08,1,28.54,0.009399999999999999,3039.82,3051.65,3030.53,564559805,9512681741122,2215757779840433.0
2021-10-27,3025.49,2,-23.59,-0.0077,3045.83,3049.02,3019.0,607875370,10220672977011,2198753266106801.0
2021-10-28,3009.55,2,-15.94,-0.0053,3023.17,3034.42,3009.55,617256798,12367618427652,2188063339084740.0
2021-10-29,2970.68,2,-38.87,-0.0129,3025.67,3030.17,2965.4,545833755,11035682384856,2159375927406380.0
2021-11-01,2978.94,1,8.26,0.0028000000000000004,2984.18,2991.81,2976.87,475382111,9410799387549,2166070209519305.0
2021-11-02,3013.49,1,34.55,0.0116,2995.58,3034.3,2995.58,525853038,9662968105172,2191376531144535.0
2021-11-03,2975.71,2,-37.78,-0.0125,3020.36,3020.87,2969.01,658648364,12438267928860,2189540503438221.0
2021-11-04,2983.22,1,7.51,0.0025,3000.92,3011.56,2978.07,772023904,14658519584987,2195428830265029.0
2021-11-05,2969.27,2,-13.95,-0.004699999999999999,3003.53,3003.53,2953.96,688027918,12669722983462,2185189385744004.0
2021-11-08,2960.2,2,-9.07,-0.0031,2965.36,2968.18,2930.9,560205356,10388089493103,2178020380431059.0
2021-11-09,2962.46,1,2.26,0.0008,2958.15,2987.28,2949.17,708773471,9684977252764,2180787959345307.0
2021-11-10,2930.17,2,-32.29,-0.0109,2947.46,2958.61,2924.36,570931752,9663221463613,2157022729552783.0
2021-11-11,2924.92,2,-5.25,-0.0018,2911.41,2925.19,2903.72,572859058,13468395643103,2153082343088190.0
2021-11-12,2968.8,1,43.88,0.015,2945.95,2973.84,2938.27,665733196,12472956374638,2185439467790075.0
2021-11-15,2999.52,1,30.72,0.0103,2989.68,3003.71,2979.96,639395683,11402053251342,2207950545172823.0
2021-11-16,2997.21,2,-2.31,-0.0008,2995.68,3011.88,2985.34,579646335,11101212743890,2208638226067564.0
2021-11-17,2962.42,2,-34.79,-0.0116,3004.02,3004.67,2957.7,541489534,10661680483275,2183852304105739.0
2021-11-18,2947.38,2,-15.04,-0.0051,2959.26,2964.48,2937.53,541652823,10119317376788,2173103104811822.0
2021-11-19,2971.02,1,23.64,0.008,2951.06,2974.64,2948.07,657093788,11002168877105,2192237374729624.0
2021-11-22,3013.25,1,42.23,0.014199999999999999,2983.38,3018.01,2980.73,530959176,12945532600397,2225325424858351.0
2021-11-23,2997.33,2,-15.92,-0.0053,3013.16,3016.36,2992.14,524233416,10830503621150,2213806547623649.0
2021-11-24,2994.29,2,-3.04,-0.001,3006.34,3017.9,2981.02,556640473,10963458592619,2210804289074574.0
2021-11-25,2980.27,2,-14.02,-0.004699999999999999,2996.74,2996.74,2973.24,595969686,9401090529106,2199950623164321.0
2021-11-26,2936.44,2,-43.83,-0.0147,2973.04,2985.77,2930.31,595597647,11901297731572,2167444597231403.0
2021-11-29,2909.32,2,-27.12,-0.0092,2906.15,2930.22,2890.78,844400434,13092783140665,2148359052554220.0
2021-11-30,2839.01,2,-70.31,-0.0242,2932.71,2942.93,2822.73,983556318,19852270868593,2095821072303233.0
2021-12-01,2899.72,1,60.71,0.021400000000000002,2860.12,2905.74,2837.03,563927192,12534484740158,2143338151523723.0
2021-12-02,2945.27,1,45.55,0.015700000000000002,2874.64,2945.27,2874.64,534461669,11918441491698,2176914270109684.0
2021-12-03,2968.33,1,23.06,0.0078000000000000005,2935.93,2975.44,2927.55,486749001,10344372944198,2192835466339470.0
2021-12-06,2973.25,1,4.92,0.0017000000000000001,2954.82,2983.5,2932.49,479907913,9657402253160,2197379063665010.0
2021-12-07,2991.72,1,18.47,0.0062,2973.84,2992.31,2960.9,541370062,10215647036599,2211216990567170.0
2021-12-08,3001.8,1,10.08,0.0034000000000000002,3017.93,3036.13,2995.34,488246121,11115220654811,2218153437117398.0
2021-12-09,3029.57,1,27.77,0.009300000000000001,3007.0,3029.57,3001.55,513445799,12614031150535,2238777012136812.0
